Log#,Incident Date & Time,District of Occurrence,COPA Notification Date,Transparency Release Date,Closed Date,FSR/Memo Posted Date,case_url,pdf_available,pdf_url
2017-1087947,12/18/2017 12:58 pm,08,12/27/2017,,06/30/2020,09/21/2023,https://www.chicagocopa.org/case/2017-1087947/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2017-1087947_FSR.pdf
2017-1087875,12/18/2017 8:00 pm,03,12/19/2017,,06/25/2020,09/21/2023,https://www.chicagocopa.org/case/2017-1087875/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2017-1087875_FSR.pdf
2017-1087660,02/16/2017 10:00 pm,20,11/29/2017,,06/29/2020,09/21/2023,https://www.chicagocopa.org/case/2017-1087660/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2017-1087660-FSR.pdf
2017-1087279,08/29/2017 12:15 pm,22,10/26/2017,,06/29/2020,09/21/2023,https://www.chicagocopa.org/case/2017-1087279/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2017-1087279_FSR.pdf
2015-1076215,07/20/2015 12:45 am,Other,07/20/2015,,06/26/2020,09/21/2023,https://www.chicagocopa.org/case/2015-1076215/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2015-1076215_FSR.pdf
2015-1075644,06/12/2015 1:00 am,15,06/12/2015,,06/29/2020,09/21/2023,https://www.chicagocopa.org/case/2015-1075644/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2015-1075644_FSR.pdf
2020-0001106,03/06/2020 5:05 pm,10,03/09/2020,,06/07/2023,09/21/2023,https://www.chicagocopa.org/case/2020-0001106/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2020-0001106_FSR.pdf
2021-0003840,09/26/2021 9:05 am,12,09/27/2021,,05/01/2023,09/21/2023,https://www.chicagocopa.org/case/2021-0003840/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2021-0003840_FSR.pdf
2019-0003463,08/18/2019 1:35 pm,07,08/28/2019,,05/18/2023,09/21/2023,https://www.chicagocopa.org/case/2019-0003463/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0003463_FSR.pdf
2020-0002595,05/31/2020 10:30 am,08,06/10/2020,,04/07/2023,09/21/2023,https://www.chicagocopa.org/case/2020-0002595/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2020-0002595_FSR.pdf
2021-0000424,02/02/2021 8:30 am,12,02/02/2021,,04/25/2023,09/21/2023,https://www.chicagocopa.org/case/2021-0000424/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2021-0000424_FSR.pdf
2021-0001280,04/06/2021 10:40 am,05,04/06/2021,,01/31/2023,09/21/2023,https://www.chicagocopa.org/case/2021-0001280/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2021-0001280-FSR.pdf
2018-1092508,12/10/2018 10:42 pm,06,01/29/2019,,08/30/2022,09/21/2023,https://www.chicagocopa.org/case/2018-1092508/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2018-1092508_FSR.pdf
2018-1091834,11/21/2018 6:00 am,08,11/27/2018,,11/28/2022,09/21/2023,https://www.chicagocopa.org/case/2018-1091834/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2018-1091834_FSR.pdf
2021-0001393,04/15/2021 7:30 am,22,04/15/2021,,02/28/2023,09/21/2023,https://www.chicagocopa.org/case/2021-0001393/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2021-0001393_FSR.pdf
2020-0005059,11/08/2020 9:00 am,11,11/08/2020,,03/29/2023,09/21/2023,https://www.chicagocopa.org/case/2020-0005059/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2020-0005059_FSR.pdf
2015-1078615,12/26/2015 3:11 am,11,12/26/2015,,04/20/2020,09/14/2023,https://www.chicagocopa.org/case/2015-1078615/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2015-1078615-FSR.pdf
2018-1090199,06/24/2018 1:57 am,17,07/12/2018,,04/29/2020,09/14/2023,https://www.chicagocopa.org/case/2018-1090199/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2018-1090199_FSR.pdf
2018-1091362,11/16/2013 5:37 pm,15,10/12/2018,,04/30/2020,09/14/2023,https://www.chicagocopa.org/case/2018-1091362/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2018-1091362-FSR.pdf
2018-1092033,12/05/2018 1:20 pm,01,12/18/2018,,09/14/2023,09/14/2023,https://www.chicagocopa.org/case/2018-1092033/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2018-1092033_FSR.pdf
2019-0000075,02/13/2019 1:56 pm,0218Other,02/15/2019,,04/30/2020,09/14/2023,https://www.chicagocopa.org/case/2019-0000075/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0000075_FSR.pdf
2019-0000522,01/22/2019 1:30 pm,10,03/25/2019,,04/24/2020,09/14/2023,https://www.chicagocopa.org/case/2019-0000522/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0000522_FSR.pdf
2019-0002914,07/11/2019 4:07 pm,06,07/30/2019,,04/29/2020,09/14/2023,https://www.chicagocopa.org/case/2019-0002914/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0002914_FSR.pdf
2018-1089135,03/22/2018 4:48 pm,10,04/18/2018,,05/27/2020,09/14/2023,https://www.chicagocopa.org/case/2018-1089135/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2018-1089135_FSR.pdf
2018-1092067,12/20/2018 3:30 pm,08,12/28/2018,,05/27/2020,09/14/2023,https://www.chicagocopa.org/case/2018-1092067/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2018-1092067_FSR.pdf
2019-1092254,12/29/2018 12:00 pm,11,01/15/2019,,05/18/2020,09/14/2023,https://www.chicagocopa.org/case/2019-1092254/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2018-1092254_FSR.pdf
2019-0000053,02/14/2019 8:35 am,22,03/14/2019,,05/27/2020,09/14/2023,https://www.chicagocopa.org/case/2019-0000053/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0000053_FSR.pdf
2014-1069307,07/02/2013 12:00 am,08,05/21/2014,,04/20/2020,09/14/2023,https://www.chicagocopa.org/case/2014-1069307/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2014-1069307_FSR.pdf
2019-0000226,02/16/2019 10:00 am,12,02/26/2019,,05/29/2020,09/14/2023,https://www.chicagocopa.org/case/2019-0000226/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0000226_FSR.pdf
2021-0001118,03/27/2021 2:30 pm,07,03/29/2021,,03/31/2023,09/14/2023,https://www.chicagocopa.org/case/2021-0001118/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2021-0001118_FSR.pdf
2019-0000450,03/16/2019 8:00 pm,11,03/19/2019,,05/15/2020,09/14/2023,https://www.chicagocopa.org/case/2019-0000450/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0000450_FSR.pdf
2019-0000603,04/01/2019 6:38 am,09,04/01/2019,,05/29/2020,09/14/2023,https://www.chicagocopa.org/case/2019-0000603/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0000603_FSR.pdf
2018-1089695,05/31/2018 9:35 pm,22,06/01/2018,,04/30/2020,09/14/2023,https://www.chicagocopa.org/case/2018-1089695/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2018-1089695_FSR.pdf
2019-0000687,04/05/2019 10:30 pm,25,01/21/2020,,05/15/2020,09/14/2023,https://www.chicagocopa.org/case/2019-0000687/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0000687_FSR.pdf
2019-0000838,04/13/2019 6:55 am,06,04/16/2019,,05/29/2020,09/14/2023,https://www.chicagocopa.org/case/2019-0000838/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0000838_FSR.pdf
2019-0002130,06/07/2019 8:53 pm,08,06/12/2019,,05/15/2020,09/14/2023,https://www.chicagocopa.org/case/2019-0002130/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0002130_FSR.pdf
2019-0002000,06/04/2019 11:55 pm,15,06/05/2019,,05/29/2020,09/14/2023,https://www.chicagocopa.org/case/2019-0002000/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0002000_FSR.pdf
2019-0004038,02/03/2019 10:02 pm,08,10/04/2019,,05/29/2020,09/14/2023,https://www.chicagocopa.org/case/2019-0004038/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0004038_FSR.pdf
2019-0004234,10/12/2019 6:30 pm,04,10/23/2019,,05/29/2020,09/14/2023,https://www.chicagocopa.org/case/2019-0004234/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0004234_FSR.pdf
2019-0004328,10/24/2019 12:23 pm,14,10/24/2019,,05/29/2020,09/14/2023,https://www.chicagocopa.org/case/2019-0004328/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0004328_FSR.pdf
2019-0004433,10/31/2019 12:31 pm,22,10/03/2019,,05/29/2020,09/14/2023,https://www.chicagocopa.org/case/2019-0004433/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0004433_FSR.pdf
2019-0005085,12/14/2019 6:00 pm,08,12/14/2019,,05/29/2020,09/14/2023,https://www.chicagocopa.org/case/2019-0005085/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0005085_FSR.pdf
2019-0000292,03/03/2019 10:34 am,02,03/05/2019,,05/29/2020,09/14/2023,https://www.chicagocopa.org/case/2019-0000292/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0000292_FSR.pdf
2020-0004194,09/07/2020 2:05 am,02,09/07/2020,,06/16/2023,09/14/2023,https://www.chicagocopa.org/case/2020-0004194/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2020-0004194_FSR.pdf
2019-0004927,05/05/2019 8:49 am,11,12/04/2019,,11/30/2022,09/14/2023,https://www.chicagocopa.org/case/2019-0004927/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0004927_FSR.pdf
2021-0000488,02/09/2021 12:13 am,15,02/09/2021,,01/25/2023,09/14/2023,https://www.chicagocopa.org/case/2021-0000488/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2021-0000488_FSR.pdf
2019-0000501,03/21/2019 12:07 am,03,03/25/2019,,01/25/2023,09/14/2023,https://www.chicagocopa.org/case/2019-0000501/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0000501_FSR.pdf
2021-0000624,07/05/2018 7:00 pm,01,02/19/2021,,01/30/2023,09/14/2023,https://www.chicagocopa.org/case/2021-0000624/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2021-0000624_FSR.pdf
2019-0004654,11/14/2019 5:30 pm,09,11/15/2019,,04/07/2023,09/14/2023,https://www.chicagocopa.org/case/2019-0004654/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0004654_FSR.pdf
2020-0004859,10/25/2020 6:38 am,22,10/25/2020,,05/31/2023,09/14/2023,https://www.chicagocopa.org/case/2020-0004859/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2020-0004859_FSR.pdf
2018-1089888,06/16/2018 12:42 pm,11,06/25/2018,,01/30/2020,09/07/2023,https://www.chicagocopa.org/case/2018-1089888/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2018-1089888_FSR.pdf
2019-0000178,02/21/2019 6:45 pm,18,03/06/2019,,03/06/2020,09/07/2023,https://www.chicagocopa.org/case/2019-0000178/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0000178_FSR.pdf
2019-0001827,05/17/2019 10:51 am,718,05/24/2019,,01/29/2020,09/07/2023,https://www.chicagocopa.org/case/2019-0001827/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0001827_FSR.pdf
2018-1089287,04/29/2018 4:00 pm,11,04/30/2018,,11/27/2019,09/07/2023,https://www.chicagocopa.org/case/2018-1089287/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2018-1089287_FSR.pdf
2017-1085369,05/26/2017 10:00 pm,16,05/27/2017,,12/30/2019,09/07/2023,https://www.chicagocopa.org/case/2017-1085369/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2017-1085369_FSR.pdf
2019-0003654,06/11/2016 8:48 am,6,09/10/2019,,03/27/2020,09/07/2023,https://www.chicagocopa.org/case/2019-0003654/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0003654_FSR.pdf
2018-1090064,06/29/2018 11:05 am,5,07/02/2018,,03/31/2020,09/07/2023,https://www.chicagocopa.org/case/2018-1090064/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2018-1090064_FSR.pdf
2018-1090965,09/07/2018 11:40 am,7,09/07/2018,,03/26/2020,09/07/2023,https://www.chicagocopa.org/case/2018-1090965/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2018-1090965-FSR.pdf
2018-1088365,02/02/2018 4:45 pm,16,02/05/2018,,01/31/2020,09/07/2023,https://www.chicagocopa.org/case/2018-1088365/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2018-1088365_FSR.pdf
2019-0000309,03/05/2019 5:30 pm,15,03/06/2019,,04/21/2020,09/07/2023,https://www.chicagocopa.org/case/2019-0000309/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0000309_FSR.pdf
2018-1090221,07/07/2018 9:13 pm,3,07/13/2018,,02/28/2020,09/07/2023,https://www.chicagocopa.org/case/2018-1090221/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2018-1090221_FSR.pdf
2019-0002004,05/17/2019 7:35 pm,7,06/05/2019,,03/27/2020,09/07/2023,https://www.chicagocopa.org/case/2019-0002004/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0002004_FSR.pdf
2019-0001941,06/02/2019 10:20 am,1,06/04/2019,,03/03/2020,09/07/2023,https://www.chicagocopa.org/case/2019-0001941/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0001941_FSR.pdf
2019-0000952,04/22/2019 3:17 pm,22,04/25/2019,,03/03/2020,09/07/2023,https://www.chicagocopa.org/case/2019-0000952/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-00000952_FSR.pdf
2019-0000427,03/07/2019 1:15 pm,18,03/15/2019,,03/30/2020,09/07/2023,https://www.chicagocopa.org/case/2019-0000427/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0000427_FSR.pdf
2019-0000216,02/25/2019 9:48 pm,4,02/28/2019,,03/31/2020,09/07/2023,https://www.chicagocopa.org/case/2019-0000216/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-0000216_FSR.pdf
2018-1090266,06/02/2018 1:30 pm,8,07/17/2018,,03/27/2020,09/07/2023,https://www.chicagocopa.org/case/2018-1090266/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2018-1090266_FSR.pdf
2018-1090084,07/03/2018 2:40 pm,7,07/03/2018,,03/24/2020,09/07/2023,https://www.chicagocopa.org/case/2018-1090084/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2018-1090084_FSR.pdf
2017-1083703,01/16/2017 11:24 pm,6,01/17/2017,,03/18/2020,09/07/2023,https://www.chicagocopa.org/case/2017-1083703/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2017-1083703-FSR.pdf
2019-1092579,02/04/2019 12:04 am,16,02/04/2019,,03/24/2020,09/07/2023,https://www.chicagocopa.org/case/2019-1092579/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2019-1092579_FSR.pdf
2018-1091809,11/25/2018 7:40 pm,14,11/25/2018,,02/28/2020,09/07/2023,https://www.chicagocopa.org/case/2018-1091809/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2018-1091809_FSR.pdf
2018-1091546,10/27/2018 7:00 am,5,10/29/2018,,02/28/2020,09/07/2023,https://www.chicagocopa.org/case/2018-1091546/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/09/2018-1091546_FSR.pdf
2016-1081944,08/16/2016 10:00 am,25,08/22/2016,,12/17/2019,08/31/2023,https://www.chicagocopa.org/case/2016-1081944/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2016-1081944_FSR.pdf
2012-1052141,02/26/2012 3:00 pm,22,02/27/2012,,04/30/2012,08/31/2023,https://www.chicagocopa.org/case/2012-1052141/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2012-1052141_FSR.pdf
2015-1076917,08/28/2015 12:00 am,10,08/30/2015,,11/27/2019,08/31/2023,https://www.chicagocopa.org/case/2015-1076917/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2015-1076917_FSR.pdf
2017-1084814,04/13/2017 1:26 am,16,04/13/2017,,11/12/2019,08/31/2023,https://www.chicagocopa.org/case/2017-1084814/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2017-1084814_FSR.pdf
2014-1069189,05/15/2014 1:00 pm,5,05/15/2014,,12/16/2019,08/31/2023,https://www.chicagocopa.org/case/2014-1069189/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2014-1069189_FSR.pdf
2014-1070744,08/03/2014 12:19 am,7,08/03/2014,,12/27/2019,08/31/2023,https://www.chicagocopa.org/case/2014-1070744/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2014-1070744_FSR.pdf
2015-1074543,04/02/2015 10:00 pm,16,04/05/2015,,12/30/2019,08/31/2023,https://www.chicagocopa.org/case/2015-1074543/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2015-1074543_FSR.pdf
2015-1077331,03/02/2015 12:00 am,22,09/26/2015,,12/27/2019,08/31/2023,https://www.chicagocopa.org/case/2015-1077331/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2015-1077331_FSR.pdf
2015-1077459,10/06/2015 1:45 am,08,10/06/2015,,12/19/2019,08/31/2023,https://www.chicagocopa.org/case/2015-1077459/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2015-1077459_FSR.pdf
2015-1077465,10/06/2015 9:50 am,08,10/06/2015,,12/23/2019,08/31/2023,https://www.chicagocopa.org/case/2015-1077465/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2015-1077465_FSR.pdf
2015-1077753,10/23/2015 3:00 pm,08,10/23/2015,,12/16/2019,08/31/2023,https://www.chicagocopa.org/case/2015-1077753/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/20151077753_FSR.pdf
2016-1081478,10/10/2015 2:58 pm,1625,07/18/2016,,12/30/2019,08/31/2023,https://www.chicagocopa.org/case/2016-1081478/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2016-1081478_FSR.pdf
2017-1084883,04/17/2017 6:02 pm,11,04/18/2017,,12/10/2019,08/31/2023,https://www.chicagocopa.org/case/2017-1084883/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2017-1084883_FSR.pdf
2016-1082521,10/05/2016 6:00 pm,11,10/05/2019,,12/30/2019,08/31/2023,https://www.chicagocopa.org/case/2016-1082521/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2016-1082521_FSR.pdf
2017-1082648,08/03/2016 12:00 am,Other,10/16/2017,,12/11/2019,08/31/2023,https://www.chicagocopa.org/case/2017-1082648/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2017-1082648_FSR.pdf
2017-1084764,03/07/2017 12:00 am,18,04/09/2017,,12/19/2019,08/31/2023,https://www.chicagocopa.org/case/2017-1084764/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2017-1084764_FSR.pdf
2017-1084963,04/18/2017 7:15 pm,18,04/24/2017,,12/30/2019,08/31/2023,https://www.chicagocopa.org/case/2017-1084963/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2017-1084963_FSR.pdf
2018-1089842,06/12/2018 4:31 pm,16,06/12/2018,,12/27/2019,08/31/2023,https://www.chicagocopa.org/case/2018-1089842/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2018-1089842_FSR.pdf
2019-0000431,03/14/2019 6:00 pm,07,03/20/2019,,12/31/2019,08/31/2023,https://www.chicagocopa.org/case/2019-0000431/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2019-0000431_FSR.pdf
2019-0003147,08/09/2019 9:52 pm,05,08/23/2019,,12/31/2019,08/31/2023,https://www.chicagocopa.org/case/2019-0003147/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2019-0003147_FSR.pdf
2019-0004216,10/16/2019 7:33 pm,10,10/18/2019,,12/06/2019,08/31/2023,https://www.chicagocopa.org/case/2019-0004216/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2019-0004216_FSR.pdf
2019-1092455,01/23/2019 5:41 pm,07,01/23/2019,,12/17/2019,08/31/2023,https://www.chicagocopa.org/case/2019-1092455/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2019-1092455_FSR.pdf
2018-1091036,09/02/2018 5:52 pm,11,09/13/2018,,12/31/2019,08/31/2023,https://www.chicagocopa.org/case/2018-1091036/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2018-1091036_FSR.pdf
2020-0001982,05/25/2020 2:00 pm,16,05/25/2020,,06/30/2023,08/31/2023,https://www.chicagocopa.org/case/2020-0001982/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2020-0001982_FSR.pdf
2022-0000181,01/13/2022 7:09 pm,06,01/18/2022,,06/30/2023,08/31/2023,https://www.chicagocopa.org/case/2022-0000181/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2022-0000181_FSR.pdf
2020-0003802,08/12/2020 10:00 pm,09,08/13/2020,,06/28/2020,08/31/2023,https://www.chicagocopa.org/case/2020-0003802/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2020-0003802_FSR.pdf
2019-1092623,02/06/2019 5:50 pm,05,02/06/2019,,10/31/2019,08/24/2023,https://www.chicagocopa.org/case/2019-1092623/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/08/2019-1092623_Supplemental-FSR.pdf
